,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,29,31,32,35,36,37,39,41,43,44,52,55,68,90,106,142
423,,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,0.0023,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,0.0046,,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,0.0023,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,0,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,,,,,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,0,0.0022,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,0.0022,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,0,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,0.0021,,,,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,0,,,,,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,0,,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,0.0041,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,0.008,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,0.004,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,0.002,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,0.0038,,0.0076,,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,0.0038,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,0,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,0.0037,,,,,0.0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,0.0018,,,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,0.0018,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,0.0036,,,,,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,0.0018,,,0.0071,,,,,,,,0.0214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,0,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,0.0053,,,,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,0,,0.0035,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,0.0068,,,,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,0.0017,,,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,0.0083,,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,0,,,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,0.0049,,,,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,0.0033,0.0049,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,0.0016,,,,,0.0096,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,0.0016,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,0.008,,,,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,0.0032,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,0,,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,0.0032,0.0047,,,,,,,,,,,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,0,,,0.0047,,,,,,0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,0.0016,0.0031,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,0.0047,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,0.0015,,,,,,,0.0121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,,,0.0045,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,0.0045,,,,,,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,0.0014,,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,,,,0.0042,,,,,,,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,0.0014,,0.0041,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,0.0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,0.0054,,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,0.0054,0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,0,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,0,,,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,0.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,,,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,0.0013,,,0.005,0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,0.0099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,,,,,,,,0.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,0.0134,,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,0,,,,,,,,,,,,,,,,,0.0207,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,0.0036,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,,,,,0.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,
897,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,0.0056,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,,0.0033,0.0044,,,,,,,,,,,,,,,,,,,,,0.0272,,,,,,,,,,,,,,,,,
919,,,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,0,,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,0.001,,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,0.001,,,,,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,0,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,0.0059,,,,,,,,0.0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,,,,,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,0.0009,,,,,,,,,,,,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,,,,,,,,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,0.0018,,,,,,,,,0.0098,,,,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,0.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,0.0017,,,,,,,,,,,,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,,,,,0.0182,,,,,,,,,,,,,,,,,,,,,
1156,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,
